인보이스 번호,5540519493,
인보이스 날짜,2026-03-31,
마감일,2026-04-30,
결제 ID,4907-3667-0302,
결제 계정 ID,01DA80-8E7EBE-D7F984,
통화,KRW,
환율,"1,427.87",
총 청구 금액,"₩609,987,414",
결제 계정 이름,결제 계정 ID,프로젝트 이름,프로젝트 ID,프로젝트 계층 구조,서비스 설명,서비스 ID,SKU 설명,SKU ID,소비 모델 설명,크레딧 유형,비용 유형,사용량 시작일,사용량 종료일,사용량,사용량 단위,반올림되지 않은 비용(₩),비용(₩)
han-pass,0138A2-EB53FC-5F93D8,han-pass-project,han-pass,sphinfo.co.kr > HanPass,Places UI Kit,2728-C9C3-4496,Places UI Kit Query,0678-4F72-DA7C,Default,,사용량,2026-03-05,2026-03-31,404,count,0.000000,0
samsung-m-gspn,010B50-E40E72-1474C8,samsung-m-gspn-qa-project,samsung-m-gspn-qa-project,sphinfo.co.kr > samsung-m-gspn,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,,RESELLER_MARGIN,사용량,2026-03-05,2026-03-31,,,-14.050242,-14
pantos,01EF78-ADF325-25E5D9,Pantos - FLP,pantos-flp,sphinfo.co.kr > pantos,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,,RESELLER_MARGIN,사용량,2026-03-05,2026-03-31,,,-65.967594,-66
pantos,01EF78-ADF325-25E5D9,pantos-LGESL,pantos-lgesl,sphinfo.co.kr > pantos,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,,RESELLER_MARGIN,사용량,2026-03-05,2026-03-31,,,-453.205938,-453
pantos,01EF78-ADF325-25E5D9,pantos-DMS,pantos-dms,sphinfo.co.kr > pantos,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,,RESELLER_MARGIN,사용량,2026-03-05,2026-03-31,,,-866.733409,-867
pantos,01EF78-ADF325-25E5D9,pantos-LGEML ,pantos-lgeml,sphinfo.co.kr > pantos,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,,RESELLER_MARGIN,사용량,2026-03-05,2026-03-31,,,-1963.337569,-1963
pantos,01EF78-ADF325-25E5D9,pantos-ID,pantos-id,sphinfo.co.kr > pantos,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,,RESELLER_MARGIN,사용량,2026-03-05,2026-03-31,,,-16652.668502,-16653
BespinGlobal-TeamO2,01C5D5-CFBDBE-B0C836,Bespinglobal-TeamO2,bespinglobal-teamo2,sphinfo.co.kr,Maps Static API,CF79-2786-ADFC,Static Maps,3C2D-B525-2E5F,,RESELLER_MARGIN,사용량,2026-03-05,2026-03-31,,,-20491.762098,-20492
koreanre,01DE79-524E4C-59EDF4,koreanre - project,maps-int-73043529,sphinfo.co.kr,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,,RESELLER_MARGIN,사용량,2026-03-05,2026-03-31,,,-24426.857668,-24427
pantos,01EF78-ADF325-25E5D9,pantos - project,pantos-project-256001,sphinfo.co.kr > pantos,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,,RESELLER_MARGIN,사용량,2026-03-05,2026-03-31,,,-32567.405630,-32567
samsung-store,011DC2-82B7AF-9A735F,samsung-store - project,samsung-store-project,sphinfo.co.kr,Route Optimization API,0D08-5400-B9BF,RouteOptimization - SingleVehicleRouting,2020-AA6E-7D49,,RESELLER_MARGIN,사용량,2026-03-05,2026-03-31,,,-45695.838173,-45696
BespinGlobal-TeamO2,01C5D5-CFBDBE-B0C836,Bespinglobal-TeamO2,bespinglobal-teamo2,sphinfo.co.kr,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,,RESELLER_MARGIN,사용량,2026-03-05,2026-03-31,,,-71920.270370,-71920
hyundai-autolink,014334-757ACF-140FE7,autolink-NZ-PREMIUM-IOS,kia-nz-premium-ios,sphinfo.co.kr > hyundai-autolink,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-03-04,2026-03-26,14,count,28.557399,29
StudioG,014FAE-441BFE-12B09A,ChiangMaiDRT,chiangmaidrt,sphinfo.co.kr,Places API (New),0776-5E2E-55E3,Places API Place Details Pro,4ED6-464A-2AFC,Default,,사용량,2026-03-04,2026-03-30,225,count,0.000000,0
StudioG,014FAE-441BFE-12B09A,ChiangMaiDRT,chiangmaidrt,sphinfo.co.kr,Places API (New),0776-5E2E-55E3,Autocomplete Requests,4EF4-B17C-B31A,Default,,사용량,2026-03-04,2026-03-27,72,count,0.000000,0
StudioG,014FAE-441BFE-12B09A,ChiangMaiDRT,chiangmaidrt,sphinfo.co.kr,Places API (New),0776-5E2E-55E3,Places API Place Details Enterprise + Atmosphere,EB23-5ECC-F753,Default,,사용량,2026-03-04,2026-03-30,102,count,0.000000,0
StudioG,014FAE-441BFE-12B09A,ChiangMaiDRT,chiangmaidrt,sphinfo.co.kr,Places API (New),0776-5E2E-55E3,Autocomplete Session Usage,EEA3-417B-DBA1,Default,,사용량,2026-03-04,2026-03-30,294,count,0.000000,0
hanwha-vision,01D1DD-A1FFE0-D81B3A,GMP-Oncloud-Prod,gmp-oncloud-prod,sphinfo.co.kr > hanwha-vision,Places API,213C-9623-1402,Autocomplete without Places Details - Per Session,B52C-8320-6DC5,Default,,사용량,2026-03-04,2026-03-30,25,count,0.000000,0
hanwha-vision,01D1DD-A1FFE0-D81B3A,GMP-Protal-Dev,gmp-protal-dev,sphinfo.co.kr > hanwha-vision,Places API,213C-9623-1402,Basic Data,75D4-C522-326B,Default,,사용량,2026-03-04,2026-03-31,60,count,0.000000,0
hanwha-vision,01D1DD-A1FFE0-D81B3A,GMP-Protal-Dev,gmp-protal-dev,sphinfo.co.kr > hanwha-vision,Places API,213C-9623-1402,Autocomplete (included with Places Details) - Per Session,E9C9-934B-DDB1,Default,,사용량,2026-03-04,2026-03-30,50,sessions,0.000000,0
hanwha-vision,01D1DD-A1FFE0-D81B3A,GMP-Protal-Dev,gmp-protal-dev,sphinfo.co.kr > hanwha-vision,Places API,213C-9623-1402,Places Details,FC5C-DF28-543F,Default,,사용량,2026-03-04,2026-03-31,60,count,0.000000,0
hanwha-vision,01D1DD-A1FFE0-D81B3A,GMP-Protal-Prod,gmp-protal-prod,sphinfo.co.kr > hanwha-vision,Places API,213C-9623-1402,Autocomplete - Per Request,7384-2DE4-D388,Default,,사용량,2026-03-04,2026-03-26,212,count,0.000000,0
hankookn,019AC5-EC076F-EE6577,HankookTireHompage,booming-argon-136523,sphinfo.co.kr > HankookTire,Maps Static API,CF79-2786-ADFC,Static Maps,3C2D-B525-2E5F,Default,,사용량,2026-03-04,2026-03-04,1,count,0.000000,0
LG-MCS,01C2A4-CF2EC3-F7B6F0,MCS-Global-PROD,mcs-global-prod,sphinfo.co.kr,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-03-04,2026-03-24,11,count,0.000000,0
SoftEN Corp.,016D49-691A28-9C1750,SoftEn,soften-368101,sphinfo.co.kr,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-03-04,2026-03-23,8,count,0.000000,0
hyundai-autolink,014334-757ACF-140FE7,autolink-IN-WEB,kia-in-web,sphinfo.co.kr > hyundai-autolink,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-03-04,2026-03-31,535,count,0.000000,0
hyundai-autolink,014334-757ACF-140FE7,autolink-NZ-PREMIUM-AND,kia-nz-premium-and,sphinfo.co.kr > hyundai-autolink,Maps API,1934-AA85-20F9,Maps SDK,6DE1-4D9C-5B67,Default,,사용량,2026-03-04,2026-03-04,2,count,0.000000,0
git-kia-motors,014168-C030CA-B4BB88,git-kia-motors - project,git-kia-motors-project,sphinfo.co.kr,Places API,213C-9623-1402,Autocomplete (included with Places Details) - Per Session,E9C9-934B-DDB1,Default,,사용량,2026-03-04,2026-03-30,12,sessions,0.000000,0
git-kia-motors,014168-C030CA-B4BB88,git-kia-motors - project,git-kia-motors-project,sphinfo.co.kr,Places API,213C-9623-1402,Places Details,FC5C-DF28-543F,Default,,사용량,2026-03-04,2026-03-30,12,count,0.000000,0
etc,01E541-1BB125-2312C6,gmp-test-project,gmp-test-project-277107,sphinfo.co.kr > sph-test,BigQuery,24E6-581D-38E5,Analysis (asia-northeast3),5DE1-2637-AD38,Default,,사용량,2026-03-04,2026-03-31,0.155,tebibyte,0.000000,0
han-pass,0138A2-EB53FC-5F93D8,han-pass-project,han-pass,sphinfo.co.kr > HanPass,BigQuery,24E6-581D-38E5,Active Logical Storage,947D-3B46-7781,Default,,사용량,2026-03-04,2026-03-31,0.001,gibibyte month,0.000000,0
hanatour,016740-391F9E-D9ACDA,hanatour - project,map-for-work-ext-125836178,sphinfo.co.kr > hanatour,Places API,213C-9623-1402,Places Details - ID Refresh,2D88-4302-6299,Default,,사용량,2026-03-04,2026-03-04,"32,317",count,0.000000,0
amorepacific,011C63-46E87C-6D76D6,hongkong-Laneige - project,hongkong-laneige-project,sphinfo.co.kr > amorepacific,Geolocation API,0245-C3C9-3864,Geolocation,51AF-D64F-9ABD,Default,,사용량,2026-03-04,2026-03-04,1,count,0.000000,0
amorepacific,011C63-46E87C-6D76D6,hongkong-Laneige - project,hongkong-laneige-project,sphinfo.co.kr > amorepacific,Roads API,3679-7487-549C,Roads - Nearest Road,6108-C697-9EA5,Default,,사용량,2026-03-04,2026-03-04,1,count,0.000000,0
amorepacific,011C63-46E87C-6D76D6,hongkong-Laneige - project,hongkong-laneige-project,sphinfo.co.kr > amorepacific,Maps Static API,CF79-2786-ADFC,Static Maps,3C2D-B525-2E5F,Default,,사용량,2026-03-04,2026-03-04,1,count,0.000000,0
lg-dmst,0171B4-1575B6-A3A335,lg-dmst - project,lg-dmst-project,sphinfo.co.kr > lg-dmst,BigQuery,24E6-581D-38E5,Analysis,1DF5-1F98-1DD1,Default,,사용량,2026-03-04,2026-03-23,0.001,tebibyte,0.000000,0
samsung-visitin,0105E5-0B098D-4C2136,samsung-visitin,samsung-visitin,sphinfo.co.kr,Places API,213C-9623-1402,Basic Data,75D4-C522-326B,Default,,사용량,2026-03-04,2026-03-30,9,count,0.000000,0
samsung-visitin,0105E5-0B098D-4C2136,samsung-visitin,samsung-visitin,sphinfo.co.kr,Places API,213C-9623-1402,Query Autocomplete - Per Request,C4B1-8805-63EF,Default,,사용량,2026-03-04,2026-03-30,75,count,0.000000,0
samsung-visitin,0105E5-0B098D-4C2136,samsung-visitin,samsung-visitin,sphinfo.co.kr,Places API,213C-9623-1402,Atmosphere Data,D63D-5CC5-302A,Default,,사용량,2026-03-04,2026-03-30,9,count,0.000000,0
samsung-visitin,0105E5-0B098D-4C2136,samsung-visitin,samsung-visitin,sphinfo.co.kr,Places API,213C-9623-1402,Places - Text Search,E95A-86C7-7F47,Default,,사용량,2026-03-04,2026-03-04,2,count,0.000000,0
samsung-visitin,0105E5-0B098D-4C2136,samsung-visitin,samsung-visitin,sphinfo.co.kr,Places API,213C-9623-1402,Contact Data,F095-CD01-81B2,Default,,사용량,2026-03-04,2026-03-30,9,count,0.000000,0
ulsan_fire_department,01447C-D22B22-8A5185,smart disaster response system,disco-axis-372406,sphinfo.co.kr,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-03-04,2026-03-31,6,count,0.000000,0
verygoodtour,01AE07-5591F9-530428,verygoodtour - project,map-for-work-ext-01553031,sphinfo.co.kr,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-03-04,2026-03-26,41,count,0.000000,0
etc,01E541-1BB125-2312C6,SPH-BIGDATA,sph-bigdata,sphinfo.co.kr,Dataplex,51C6-B3F5-9B38,Dataplex Metadata Storage Seoul,2676-596E-776A,,RESELLER_MARGIN,사용량,2026-03-04,2026-03-12,,,-0.000003,-0
LG-MCS,01C2A4-CF2EC3-F7B6F0,MCS-Global-DEV,mcs-global-dev,sphinfo.co.kr,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,,RESELLER_MARGIN,사용량,2026-03-04,2026-03-29,,,-69.565833,-70
coupang,019ED0-3A1D89-455040,coupang-05 - project,coupang5-project,sphinfo.co.kr > coupang,Places API,213C-9623-1402,Places Details,FC5C-DF28-543F,,RESELLER_MARGIN,사용량,2026-03-04,2026-03-31,,,-174.771294,-175
lg-dmst,0171B4-1575B6-A3A335,dmst-LGEAI,dmst-lgeai,sphinfo.co.kr > lg-dmst,Places API,213C-9623-1402,Contact Data,F095-CD01-81B2,,RESELLER_MARGIN,사용량,2026-03-04,2026-03-31,,,-4201.193207,-4201
pantos,01EF78-ADF325-25E5D9,pantos-LGEEU,pantos-lgeeu,sphinfo.co.kr > pantos,Directions API,B7D9-FDCB-15D8,Directions Advanced,9407-00C2-CF85,,RESELLER_MARGIN,사용량,2026-03-04,2026-03-31,,,-5446.419332,-5446
lg-dmst,0171B4-1575B6-A3A335,dmst-LGEAI,dmst-lgeai,sphinfo.co.kr > lg-dmst,Places API,213C-9623-1402,Atmosphere Data,D63D-5CC5-302A,,RESELLER_MARGIN,사용량,2026-03-04,2026-03-31,,,-7001.988793,-7002
pantos,01EF78-ADF325-25E5D9,pantos-ID,pantos-id,sphinfo.co.kr > pantos,Directions API,B7D9-FDCB-15D8,Directions Advanced,9407-00C2-CF85,,RESELLER_MARGIN,사용량,2026-03-04,2026-03-31,,,-33181.462204,-33181
kakao-mobility,015C5C-C6F675-275BD4,kakao-mobility - project,kakao-mobility-project,sphinfo.co.kr > kakao-mobility,Google Maps Platform - Routes,0161-1616-FF1D,Routes: Compute Routes Pro,02F7-1B55-DC90,,RESELLER_MARGIN,사용량,2026-03-04,2026-03-31,,,-40269.360681,-40269
LG-MCS,01C2A4-CF2EC3-F7B6F0,MCS-Global-PROD,mcs-global-prod,sphinfo.co.kr,Google Maps Platform - Routes,0161-1616-FF1D,Routes: Compute Routes Pro,02F7-1B55-DC90,,RESELLER_MARGIN,사용량,2026-03-04,2026-03-31,,,-54110.561523,-54111
samsung-m-gspn,010B50-E40E72-1474C8,samsung-m-gspn-asia-project,samsung-m-gspn-asia-project,sphinfo.co.kr > samsung-m-gspn,Distance Matrix API,E1D8-71A6-53DE,Distance Matrix,C1B6-FF9D-7700,,RESELLER_MARGIN,사용량,2026-03-04,2026-03-31,,,-56431.421522,-56431
LG-MCS,01C2A4-CF2EC3-F7B6F0,MCS-Global-PROD,mcs-global-prod,sphinfo.co.kr,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,,RESELLER_MARGIN,사용량,2026-03-04,2026-03-31,,,-78957.212929,-78957
cupist,01D97D-2A4D9C-74B62C,cupist-gmp-project,cupist-gmp-project,sphinfo.co.kr,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,,RESELLER_MARGIN,사용량,2026-03-04,2026-03-31,,,-91670.968572,-91671
samsung-store,011DC2-82B7AF-9A735F,samsung-store - project,samsung-store-project,sphinfo.co.kr,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,,RESELLER_MARGIN,사용량,2026-03-04,2026-03-31,,,-97055.122930,-97055
Ground K,0147BD-0C99EC-A7BCCD,GroundK-gmp-project,seismic-mantis-309901,sphinfo.co.kr,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,,RESELLER_MARGIN,사용량,2026-03-04,2026-03-31,,,-109535.952605,-109536
apqa,014D2C-B956FF-714D9E,apqa - project,maps-asset-86248476,sphinfo.co.kr,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-03-03,2026-03-31,"100,668",count,646356.768058,646357
GSN-Yanolja Group,016093-630C3D-5C03B9,GSN-Interpark-Triple,gsn-interpark-triple-419809,sphinfo.co.kr > GS-Neotek > Interpark-Triple,Places API (New),0776-5E2E-55E3,Places API Place Details Enterprise + Atmosphere,EB23-5ECC-F753,Default,,사용량,2026-03-03,2026-03-31,"1,437",count,17420.013937,17420
hanwha-vision,01D1DD-A1FFE0-D81B3A,GMP-DesignPro-QA,toolbox2-qa,sphinfo.co.kr > hanwha-vision,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-03-03,2026-03-31,"1,078",count,10614.785519,10615
hanwha-vision,01D1DD-A1FFE0-D81B3A,GMP-DesignPro-QA,toolbox2-qa,sphinfo.co.kr > hanwha-vision,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-03-03,2026-03-31,"1,165",count,8317.083088,8317
hanwha-vision,01D1DD-A1FFE0-D81B3A,GMP-DesignPro-Dev,toolbox-dev-440204,sphinfo.co.kr > hanwha-vision,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-03-03,2026-03-30,434,count,4127.507266,4128
coupang,019ED0-3A1D89-455040,coupang-02 - project,coupang2-project,sphinfo.co.kr > coupang,Places API,213C-9623-1402,Atmosphere Data,D63D-5CC5-302A,Default,,사용량,2026-03-03,2026-03-31,20,count,142.787000,143
coupang,019ED0-3A1D89-455040,coupang-02 - project,coupang2-project,sphinfo.co.kr > coupang,Places API,213C-9623-1402,Contact Data,F095-CD01-81B2,Default,,사용량,2026-03-03,2026-03-31,20,count,85.672200,86
etc,01E541-1BB125-2312C6,gmp-test-project,gmp-test-project-277107,sphinfo.co.kr > sph-test,Vertex AI,C7E2-9256-1C43,Gemini 2.0 Flash Text Input - Predictions,1127-99B9-1860,Default,,사용량,2026-03-03,2026-03-03,"48,782",count,10.448152,10
hyundai-autolink,014334-757ACF-140FE7,autolink-NZ-PREMIUM-AND,kia-nz-premium-and,sphinfo.co.kr > hyundai-autolink,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-03-03,2026-03-31,9,count,7.139350,7
etc,01E541-1BB125-2312C6,gmp-test-project,gmp-test-project-277107,sphinfo.co.kr > sph-test,Vertex AI,C7E2-9256-1C43,Gemini 2.0 Flash Text Output - Predictions,DFB0-8442-43A8,Default,,사용량,2026-03-03,2026-03-03,"2,915",count,2.497344,2
hanwha-vision,01D1DD-A1FFE0-D81B3A,GMP-Acaas-Prod,gmp-acaas-prod,sphinfo.co.kr > hanwha-vision,Places API,213C-9623-1402,Autocomplete without Places Details - Per Session,B52C-8320-6DC5,Default,,사용량,2026-03-03,2026-03-25,3,count,0.000000,0
hanwha-vision,01D1DD-A1FFE0-D81B3A,GMP-Oncloud-Dev,gmp-oncloud-dev,sphinfo.co.kr > hanwha-vision,Places API,213C-9623-1402,Basic Data,75D4-C522-326B,Default,,사용량,2026-03-03,2026-03-31,36,count,0.000000,0
hanwha-vision,01D1DD-A1FFE0-D81B3A,GMP-Oncloud-Dev,gmp-oncloud-dev,sphinfo.co.kr > hanwha-vision,Places API,213C-9623-1402,Autocomplete (included with Places Details) - Per Session,E9C9-934B-DDB1,Default,,사용량,2026-03-03,2026-03-25,30,sessions,0.000000,0
hanwha-vision,01D1DD-A1FFE0-D81B3A,GMP-Oncloud-Dev,gmp-oncloud-dev,sphinfo.co.kr > hanwha-vision,Places API,213C-9623-1402,Places Details,FC5C-DF28-543F,Default,,사용량,2026-03-03,2026-03-31,36,count,0.000000,0
hanwha-vision,01D1DD-A1FFE0-D81B3A,GMP-Oncloud-Prod,gmp-oncloud-prod,sphinfo.co.kr > hanwha-vision,Places API,213C-9623-1402,Basic Data,75D4-C522-326B,Default,,사용량,2026-03-03,2026-03-31,55,count,0.000000,0
hanwha-vision,01D1DD-A1FFE0-D81B3A,GMP-Oncloud-Prod,gmp-oncloud-prod,sphinfo.co.kr > hanwha-vision,Places API,213C-9623-1402,Autocomplete (included with Places Details) - Per Session,E9C9-934B-DDB1,Default,,사용량,2026-03-03,2026-03-29,50,sessions,0.000000,0
hanwha-vision,01D1DD-A1FFE0-D81B3A,GMP-Oncloud-Prod,gmp-oncloud-prod,sphinfo.co.kr > hanwha-vision,Places API,213C-9623-1402,Places Details,FC5C-DF28-543F,Default,,사용량,2026-03-03,2026-03-31,55,count,0.000000,0
hanwha-vision,01D1DD-A1FFE0-D81B3A,GMP-Oncloud-QA,gmp-oncloud-qa,sphinfo.co.kr > hanwha-vision,Places API,213C-9623-1402,Autocomplete without Places Details - Per Session,B52C-8320-6DC5,Default,,사용량,2026-03-03,2026-03-30,714,count,0.000000,0
hanwha-vision,01D1DD-A1FFE0-D81B3A,GMP-Protal-QA,gmp-protal-qa,sphinfo.co.kr > hanwha-vision,Places API,213C-9623-1402,Autocomplete - Per Request,7384-2DE4-D388,Default,,사용량,2026-03-03,2026-03-23,229,count,0.000000,0
hanwha-vision,01D1DD-A1FFE0-D81B3A,GMP-SightMind-Prod,sightmind,sphinfo.co.kr > hanwha-vision,Places API,213C-9623-1402,Basic Data,75D4-C522-326B,Default,,사용량,2026-03-03,2026-03-26,5,count,0.000000,0
hanwha-vision,01D1DD-A1FFE0-D81B3A,GMP-SightMind-Prod,sightmind,sphinfo.co.kr > hanwha-vision,Places API,213C-9623-1402,Atmosphere Data,D63D-5CC5-302A,Default,,사용량,2026-03-03,2026-03-26,5,count,0.000000,0
hanwha-vision,01D1DD-A1FFE0-D81B3A,GMP-SightMind-Prod,sightmind,sphinfo.co.kr > hanwha-vision,Places API,213C-9623-1402,Autocomplete (included with Places Details) - Per Session,E9C9-934B-DDB1,Default,,사용량,2026-03-03,2026-03-26,5,sessions,0.000000,0
hanwha-vision,01D1DD-A1FFE0-D81B3A,GMP-SightMind-Prod,sightmind,sphinfo.co.kr > hanwha-vision,Places API,213C-9623-1402,Contact Data,F095-CD01-81B2,Default,,사용량,2026-03-03,2026-03-26,5,count,0.000000,0
hanwha-vision,01D1DD-A1FFE0-D81B3A,GMP-SightMind-Prod,sightmind,sphinfo.co.kr > hanwha-vision,Places API,213C-9623-1402,Places Details,FC5C-DF28-543F,Default,,사용량,2026-03-03,2026-03-26,5,count,0.000000,0
GSN-Yanolja Group,016093-630C3D-5C03B9,GSN-Interpark-Triple,gsn-interpark-triple-419809,sphinfo.co.kr > GS-Neotek > Interpark-Triple,Places API (New),0776-5E2E-55E3,Places API Place Details Pro,4ED6-464A-2AFC,Default,,사용량,2026-03-03,2026-03-31,339,count,0.000000,0
Ground K,0147BD-0C99EC-A7BCCD,GroundK-gmp-project,seismic-mantis-309901,sphinfo.co.kr,Places API,213C-9623-1402,Autocomplete (included with Places Details) - Per Session,E9C9-934B-DDB1,Default,,사용량,2026-03-03,2026-03-23,37,sessions,0.000000,0
nhn,01775C-1F3AE8-963929,Travel AI Agent,line-travel-ai-agent,sphinfo.co.kr > naver,Places API (New),0776-5E2E-55E3,Places API Place Details Enterprise,2D9A-3DE0-3766,Default,,사용량,2026-03-03,2026-03-17,597,count,0.000000,0
GSN-Yanolja Group,016093-630C3D-5C03B9,Yanolja-GlobalMap,yanolja-globalmap,sphinfo.co.kr > GS-Neotek > Interpark-Triple,Places API,213C-9623-1402,Autocomplete - Per Request,7384-2DE4-D388,Default,,사용량,2026-03-03,2026-03-03,126,count,0.000000,0
GSN-Yanolja Group,016093-630C3D-5C03B9,Yanolja-GlobalMap,yanolja-globalmap,sphinfo.co.kr > GS-Neotek > Interpark-Triple,Places API,213C-9623-1402,Places Photo,81E7-85D0-58A7,Default,,사용량,2026-03-03,2026-03-06,20,count,0.000000,0
GSN-Yanolja Group,016093-630C3D-5C03B9,Yanolja-GlobalMap,yanolja-globalmap,sphinfo.co.kr > GS-Neotek > Interpark-Triple,Places API,213C-9623-1402,Places Details,FC5C-DF28-543F,Default,,사용량,2026-03-03,2026-03-06,18,count,0.000000,0
hyundai-autolink,014334-757ACF-140FE7,autolink-NZ-WEB,kia-nz-web,sphinfo.co.kr > hyundai-autolink,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-03-03,2026-03-19,12,count,0.000000,0
hyundai-autolink,014334-757ACF-140FE7,autolink-SG-BASIC-IOS,kia-sg-basic-ios,sphinfo.co.kr > hyundai-autolink,Maps API,1934-AA85-20F9,Maps SDK,6DE1-4D9C-5B67,Default,,사용량,2026-03-03,2026-03-27,6,count,0.000000,0
lotte-card,016506-5A6913-4D9865,checkinseoul map,shining-wharf-456323-i4,sphinfo.co.kr > lotte card,Places API (New),0776-5E2E-55E3,Places API Place Details Enterprise,2D9A-3DE0-3766,Default,,사용량,2026-03-03,2026-03-31,50,count,0.000000,0
lotte-card,016506-5A6913-4D9865,checkinseoul map,shining-wharf-456323-i4,sphinfo.co.kr > lotte card,Places API (New),0776-5E2E-55E3,Autocomplete Requests,4EF4-B17C-B31A,Default,,사용량,2026-03-03,2026-03-31,734,count,0.000000,0
coupang,019ED0-3A1D89-455040,coupang-02 - project,coupang2-project,sphinfo.co.kr > coupang,Places API,213C-9623-1402,Basic Data,75D4-C522-326B,Default,,사용량,2026-03-03,2026-03-31,20,count,0.000000,0
coupang,019ED0-3A1D89-455040,coupang-02 - project,coupang2-project,sphinfo.co.kr > coupang,Places API,213C-9623-1402,Find Place,DC67-3188-2294,Default,,사용량,2026-03-03,2026-03-31,20,count,0.000000,0
lg-dmst,0171B4-1575B6-A3A335,dmst-LGEAI,dmst-lgeai,sphinfo.co.kr > lg-dmst,Distance Matrix API,E1D8-71A6-53DE,Distance Matrix,C1B6-FF9D-7700,Default,,사용량,2026-03-03,2026-03-30,29,count,0.000000,0
nhn,01775C-1F3AE8-963929,naver - project,decoded-pivot-795,sphinfo.co.kr > naver,Places API,213C-9623-1402,Places Photo,81E7-85D0-58A7,Default,,사용량,2026-03-03,2026-03-31,25,count,0.000000,0
samsung-m-gspn,010B50-E40E72-1474C8,samsung-m-gspn-na-project,samsung-m-gspn-na-project,sphinfo.co.kr > samsung-m-gspn,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-03-03,2026-03-19,2,count,0.000000,0
socar,01C242-A7FD31-E75E2C,socar - project,socar-project-210506,sphinfo.co.kr,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-03-03,2026-03-26,30,count,0.000000,0
verygoodtour,01AE07-5591F9-530428,verygoodtour - project,map-for-work-ext-01553031,sphinfo.co.kr,Places API,213C-9623-1402,Places Photo,81E7-85D0-58A7,Default,,사용량,2026-03-03,2026-03-31,24,count,0.000000,0
Visang,0181E3-ADBFEC-44869E,visang-maps-project,visang-maps-project,sphinfo.co.kr,Places API (New),0776-5E2E-55E3,Places API Text Search Pro,4FDA-34B1-A910,Default,,사용량,2026-03-03,2026-03-31,"1,427",count,0.000000,0
etc,01E541-1BB125-2312C6,gmp-test-project,gmp-test-project-277107,sphinfo.co.kr > sph-test,AlloyDB,C49F-B7F2-7416,AlloyDB Idle External IP address in Northern Virginia,CF81-4666-18CA,,RESELLER_MARGIN,사용량,2026-03-03,2026-03-16,,,-0.000006,-0
etc,01E541-1BB125-2312C6,gmp-test-project,gmp-test-project-277107,sphinfo.co.kr > sph-test,Vertex AI,C7E2-9256-1C43,Gemini 2.0 Flash Text Output - Predictions,DFB0-8442-43A8,,RESELLER_MARGIN,사용량,2026-03-03,2026-03-03,,,-0.299681,-0
etc,01E541-1BB125-2312C6,gmp-test-project,gmp-test-project-277107,sphinfo.co.kr > sph-test,Vertex AI,C7E2-9256-1C43,Gemini 2.0 Flash Text Input - Predictions,1127-99B9-1860,,RESELLER_MARGIN,사용량,2026-03-03,2026-03-03,,,-1.253778,-1
